created_at,crate,version,downloads,recent_downloads,repository,description
2026-09-26T16:26:09.324215Z,gws-rust,0.0.0,0,0,https://github.com/astelmach20/gws-rust,Name reserved for https://github.com/astelmach20/gws-rust
2026-09-26T16:26:11.582641Z,gws-rust-core,0.0.0,0,0,https://github.com/astelmach20/gws-rust,Name reserved for https://github.com/astelmach20/gws-rust
2026-09-26T16:26:13.850755Z,gwsr,0.0.0,0,0,https://github.com/astelmach20/gws-rust,Name reserved for https://github.com/astelmach20/gws-rust
2026-09-26T16:27:34.192081Z,ruvector-delta-graph,0.1.0,0,0,https://github.com/ruvnet/ruvector,Delta operations for graph structures - edge and node changes
2026-09-26T16:28:20.462611Z,zeughaus-mux,0.1.0-alpha.1,0,0,https://github.com/tuco86/zeughaus,"Wire model of the terminal multiplexer: stable ids, workspace topology, terminal rows and deltas, bounded frames"
2026-09-26T16:30:41.92767Z,docup-lang,0.3.0,0,0,https://github.com/pbarot2009/docup,DocUP compiler: compiles .du documents to standalone HTML5
2026-09-26T16:35:58.444162Z,baracuda-cuda-parse,0.11.0,0,0,https://github.com/ciresnave/baracuda,"CUDA -> IR frontend for the neutral `unpopped` kernel generator: the tree-sitter grammar binding (`parse_cuda`), the CUDA residue list, and the `CUDA` `Frontend` descriptor. Depends on the neutral ge…"
2026-09-26T16:37:27.765475Z,speechkit-cli,0.2.0,0,0,https://github.com/speechkit/speechkit,"Command-line interface for speechkit: transcribe, stream, synthesize, and serve speech."
2026-09-26T16:38:22.314841Z,iced_terminal,0.1.0-alpha.1,0,0,https://github.com/tuco86/zeughaus,An iced widget that draws a zeughaus_mux TerminalView with one wgpu primitive per surface and turns input into TerminalCommands
2026-09-26T16:38:40.824666Z,ruvector-delta-index,0.1.0,0,0,https://github.com/ruvnet/ruvector,Delta-aware HNSW index with incremental updates and repair strategies
2026-09-26T16:39:33.118956Z,gungraun-common,0.1.0,0,0,https://github.com/gungraun/gungraun,"Common library for Gungraun crates: High-precision, one-shot and consistent benchmarking framework for Rust. All Valgrind tools and Linux perf at your fingertips."
2026-09-26T16:47:01.460303Z,escalation-macros,0.1.0,0,0,https://github.com/anotherhollow1125/escalation,macro helper for escalation crate.
2026-09-26T16:48:10.035969Z,escalation,0.1.0,0,0,https://github.com/anotherhollow1125/escalation,error utility crate that is used with hooq macro.
2026-09-26T16:48:19.835822Z,zeughaus-core,0.1.0-alpha.1,0,0,https://github.com/tuco86/zeughaus,"Core types of zeughaus: values, pins, the node and plugin traits, settings, scalar wire encoding and store rows"
2026-09-26T16:49:17.940692Z,measurement-stats,0.1.0,0,0,https://github.com/Lochnair/measurement-stats,Streaming signed timing statistics and bounded observation windows
2026-09-26T16:49:55.182777Z,ruvector-delta-wasm,0.1.0,0,0,https://github.com/ruvnet/ruvector,WASM bindings for delta operations on vectors
2026-09-26T16:52:04.936088Z,rcus-core,0.1.0,0,0,https://github.com/NaveenSingh9999/rcus,"Core types for rcus: retained view tree, style, input, and the host bridge protocol"
