created_at,crate,version,downloads,recent_downloads,repository,description
2026-09-25T05:21:27.706054Z,acyclic-plugin,0.1.3,9,9,https://github.com/acyclic-labs/sdk,"One Acyclic CLI, service, hook runner, MCP bridge, and installer"
2026-09-25T05:29:12.284873Z,lt-lindera,0.2.0,12,12,https://github.com/fiduswriter/LingoTweaker,Lindera-backed CJK (Japanese/Chinese) segmentation for LingoTweaker
2026-09-25T05:31:20.555706Z,mido-core,0.5.0,13,13,https://github.com/anistark/mido,"Parse, layout and theme engine behind the mido Markdown reader, with no terminal dependency."
2026-09-25T05:45:11.39638Z,f8r,0.0.0-placeholder,8,8,https://github.com/vimvem/F8reading,Placeholder reservation for the F8reading crate (deep-reading TUI workbench). Real 0.1.0 coming soon — see repository.
2026-09-25T05:46:03.237222Z,agent-memory,0.1.0,8,8,,"Self-hosted MCP memory server for AI agents: SQLite-backed, HTTP-only, shared by multiple agents, with an embedded Vue3 management UI."
2026-09-25T05:49:20.348588Z,kineti-gateway,0.3.4,11,11,,"High-performance messaging gateway: WhatsApp Cloud API, macOS iMessage bridge, Web Auth & Settings API"
2026-09-25T05:49:44.995042Z,kineti-harness,0.3.4,8,8,,"Developer safety harness: MCP proxy interceptor, shadow workspace, and native OVT verification"
2026-09-25T05:50:11.16432Z,kineti-cli,0.3.4,7,7,,Native CLI and server runner for Kineti AI assistant
2026-09-25T05:53:10.198105Z,coat,0.0.1,7,7,,coat
2026-09-25T05:56:53.060591Z,dexbot-model,0.2.3,4,4,https://github.com/dexmate-ai/dexbot-utils,"Canonical robot profiles, configuration resolution, and URDF metadata for Dexmate robots"
2026-09-25T05:57:04.307593Z,dexbot-cli,0.2.3,1,1,https://github.com/dexmate-ai/dexbot-utils,Native CLI for Dexmate robot model inspection
2026-09-25T06:03:43.062836Z,neura-profile,0.2.0,0,0,https://github.com/formetaohy/Neura,Compute workgroup and matrix tile configurations
2026-09-25T06:05:18.428147Z,neura-graph,0.2.0,0,0,https://github.com/formetaohy/Neura,"Tensor graph construction, differentiation and shape semantics"
2026-09-25T06:08:49.828439Z,anticaptchaofficial,1.0.1,0,0,https://github.com/anti-captcha/anticaptcha-rust,"Official Anti-Captcha.com API client: image captchas, Recaptcha v2/v3 Enterprise, hCaptcha, FunCaptcha, GeeTest, Turnstile, Amazon WAF, Prosopo, Friendly Captcha, Altcha and AntiGate tasks"
2026-09-25T06:12:28.464585Z,pylon-replication,0.14.0,0,0,https://github.com/pylonsync/pylon,"Pylon realtime entity replication: the entity store, change log, and frame format shared by the server and WebAssembly shard modules."
