created_at,crate,version,downloads,recent_downloads,repository,description
2026-09-24T17:19:25.546733Z,metrale-recipes-data,0.1.0,14,14,https://github.com/Metrale/metrale-recipes,"Vendored Metrale Engine recipe corpus, embedded at compile time."
2026-09-24T17:19:43.683052Z,assess,0.0.1,8,8,,Agentic evaluation library.
2026-09-24T17:20:14.632791Z,flirc-rs,0.1.0,9,9,https://github.com/EriksRemess/flirc-rs,Native Rust tooling for Flirc USB devices
2026-09-24T17:23:49.589535Z,zonemail,0.1.0,8,8,https://github.com/afmkt/zonemail,"Lightweight self-contained email + DNS service: REST API, authoritative DNS, inbound SMTP, and outbound delivery in one Rust binary/lib"
2026-09-24T17:24:35.921548Z,metralectl-protocol,0.1.0,14,14,https://github.com/Metrale/metrale-recipes,"Wire types shared by the metralectl agent, the CLI, and the browser client."
2026-09-24T17:26:32.14276Z,ecat-transport,3.0.3,11,11,https://github.com/erikwang2013/e-cat,Transport layer abstraction for e-cat
2026-09-24T17:26:51.459694Z,concerto-terminal-renderer,0.1.0,8,8,https://github.com/GuilhermeGSousa/concerto,"A game engine for character-driven, high-fidelity cinematic games."
2026-09-24T17:29:44.772568Z,metralectl-core,0.1.0,13,13,https://github.com/Metrale/metrale-recipes,Recipe model and deterministic recipe-to-docker translation for metralectl.
2026-09-24T17:35:01.264659Z,metralectl-agent,0.1.0,11,11,https://github.com/Metrale/metrale-recipes,Local agent that lets the Metrale Engine website launch recipes on this machine.
2026-09-24T17:35:07.183661Z,zarpyon-support-transport-reqwest,0.0.1,9,9,,Constrained reqwest client builder for authorized Zarpyon integrations
2026-09-24T17:35:32.1322Z,risaml,0.6.0,11,11,https://github.com/Rhein-Industries/risaml,"Maintained fork of saml-rs: pure-Rust SAML 2.0 Service Provider and Identity Provider support, with XML security from ribergshamra."
2026-09-24T17:36:30.58541Z,ecat-middleware,3.0.3,8,8,https://github.com/erikwang2013/e-cat,"Tower middleware (rate limiting, timeout) for e-cat"
2026-09-24T17:36:33.935705Z,popgen,0.10.0-alpha.0,8,8,https://github.com/ThorntonLab/popgen-oxide,Efficient types for population genetic analysis.
2026-09-24T17:36:53.840886Z,concerto-ui-egui,0.1.0,8,8,https://github.com/GuilhermeGSousa/concerto,"A game engine for character-driven, high-fidelity cinematic games."
2026-09-24T17:38:24.162436Z,openehr-sdt,0.0.69,8,8,https://github.com/rubentalstra/FerroEHR,"openEHR Simplified Data Template formats (FLAT / STRUCTURED / Web Template / TDD), template-independent RM-instance validation, and the SMART on openEHR scope grammar, hand-written over the openehr-i…"
2026-09-24T17:38:32.831083Z,zarpyon-support-webhook,0.0.1,9,9,,HMAC-SHA256 webhook signature verification for Zarpyon integrations
2026-09-24T17:39:01.983491Z,khoj,0.1.0,8,8,https://github.com/sprajosh/khoj,A Rust-native search and indexing engine inspired by Lucene
